Date (MM/DD/YYYY),Time (HH:MM:SS),Site Name,ODO % sat,ODO mg/L,Temp °C,SpCond µS/cm,Turbidity NTU,pH,ORP mV,Depth m
01/23/18,15:00:01,Chesapeake,121.5,16.19,2.53,174.5,15.79,6.34,297.4,1
01/23/18,16:00:01,Chesapeake,121.5,16.18,2.56,177.1,13.59,6.35,297.3,1
01/23/18,17:00:01,Chesapeake,121.7,16.22,2.53,170.3,14.93,6.36,297.8,1
01/23/18,18:00:01,Chesapeake,121.7,16.25,2.48,166.2,13.78,6.34,299.7,1
01/23/18,19:00:01,Chesapeake,121.6,16.23,2.5,169.7,13.44,6.33,300.7,1
01/23/18,20:00:01,Chesapeake,121.5,16.2,2.51,171.4,14.1,6.33,301.5,1
01/23/18,21:00:01,Chesapeake,121.5,16.22,2.49,171.3,12.72,6.34,301.6,1
01/23/18,22:00:01,Chesapeake,121.3,16.17,2.53,176.3,14.16,6.34,299.7,1
01/23/18,23:00:01,Chesapeake,121,16.12,2.54,175.6,12.35,6.34,299.8,1
01/24/18,0:00:01,Chesapeake,120.9,16.1,2.56,175.5,14.68,6.35,299.6,1
01/24/18,1:00:01,Chesapeake,120.5,16.05,2.55,169.5,13.81,6.34,300.3,1
01/24/18,2:00:01,Chesapeake,120.1,15.99,2.57,169.8,14.11,6.34,300.6,1
01/24/18,3:00:01,Chesapeake,119.9,15.96,2.61,170.6,13.8,6.34,301.3,1
01/24/18,4:00:01,Chesapeake,119.7,15.92,2.64,167.5,13.61,6.34,301.8,1
01/24/18,5:00:01,Chesapeake,119.4,15.86,2.66,168.2,13.93,6.33,301.8,1
01/24/18,6:00:01,Chesapeake,119.3,15.83,2.7,169.7,13.15,6.34,302.3,1
01/24/18,7:00:01,Chesapeake,119.1,15.8,2.73,168.8,13.2,6.33,302.9,1
01/24/18,8:00:01,Chesapeake,118.8,15.74,2.76,170.3,12.91,6.33,303.2,1
01/24/18,9:00:01,Chesapeake,118.7,15.71,2.79,171.3,13.76,6.34,302.3,1
01/24/18,10:00:01,Chesapeake,118.7,15.69,2.85,172.1,12.93,6.34,301.8,1
01/24/18,11:00:01,Chesapeake,118.8,15.68,2.91,171.5,12.41,6.35,301.9,1
01/24/18,12:00:01,Chesapeake,119.1,15.69,2.97,171.4,12.64,6.36,301.8,1
01/24/18,13:00:01,Chesapeake,119.6,15.73,3.02,171.2,12.32,6.37,300.9,1
01/24/18,14:00:01,Chesapeake,119.8,15.75,3.06,171.8,12.27,6.37,301.5,1
01/24/18,15:00:01,Chesapeake,120.2,15.78,3.09,172,11.9,6.39,300.8,1
01/24/18,16:00:01,Chesapeake,120.5,15.81,3.12,171.6,12.4,6.4,301.8,1
01/24/18,17:00:01,Chesapeake,120.6,15.8,3.18,169.3,13.67,6.42,301.6,1
01/24/18,18:00:01,Chesapeake,120.1,15.72,3.2,170.7,12.71,6.43,299.9,1
01/24/18,19:00:01,Chesapeake,119.6,15.65,3.22,172.1,13.02,6.43,300.1,1
01/24/18,20:00:01,Chesapeake,118.8,15.53,3.26,172.1,13.17,6.44,299.9,1
01/24/18,21:00:01,Chesapeake,118.2,15.46,3.26,170.9,12.82,6.44,299.8,1
01/24/18,22:00:01,Chesapeake,117.6,15.38,3.26,170.9,12.41,6.43,301.2,1
01/24/18,23:00:01,Chesapeake,117.4,15.35,3.26,171.6,12.99,6.43,302.3,1
01/25/18,0:00:01,Chesapeake,117,15.3,3.25,170.4,12.94,6.42,302.5,1
01/25/18,1:00:01,Chesapeake,116.8,15.27,3.24,170.3,12.5,6.41,303.6,1
01/25/18,2:00:01,Chesapeake,116.4,15.22,3.25,172.1,11.94,6.41,304.2,1
01/25/18,3:00:01,Chesapeake,116.2,15.21,3.23,172.4,12.28,6.4,305.2,1
01/25/18,4:00:01,Chesapeake,116.2,15.2,3.23,171.5,11.56,6.4,306.1,1
01/25/18,5:00:01,Chesapeake,116.1,15.19,3.23,170,11.1,6.39,307.2,1
01/25/18,6:00:01,Chesapeake,116,15.18,3.23,170.4,12.57,6.39,307.8,1
01/25/18,7:00:01,Chesapeake,116.2,15.2,3.22,172.3,10.88,6.4,308.6,1
01/25/18,8:00:01,Chesapeake,116.1,15.19,3.24,173.6,10.82,6.4,309.1,1
01/25/18,9:00:01,Chesapeake,116.3,15.21,3.25,174.7,11.29,6.41,308.8,1
01/25/18,10:00:01,Chesapeake,116.5,15.22,3.27,175.5,10.92,6.42,308.7,1
01/25/18,11:00:01,Chesapeake,117.1,15.28,3.31,172.8,11.48,6.47,308.8,1
01/25/18,12:00:01,Chesapeake,117.4,15.29,3.39,172.6,9.95,6.52,308,1
01/25/18,13:00:01,Chesapeake,117.6,15.28,3.49,172,11.79,6.52,307.7,1
01/25/18,14:00:01,Chesapeake,117.7,15.28,3.54,172.5,10.14,6.5,309.1,1
01/25/18,15:00:01,Chesapeake,117.8,15.26,3.59,172.4,10.64,6.5,309.8,1
01/25/18,16:00:01,Chesapeake,117.7,15.24,3.6,172.7,9.67,6.49,310.7,1
01/25/18,17:00:01,Chesapeake,117.6,15.24,3.59,172.1,9.62,6.49,311.4,1
01/25/18,18:00:01,Chesapeake,117.4,15.22,3.58,172.3,10.73,6.48,312.1,1
01/25/18,19:00:01,Chesapeake,117.3,15.22,3.54,171.4,13.01,6.45,312.9,1
01/25/18,20:00:01,Chesapeake,117.1,15.21,3.5,171.6,13.08,6.45,313.2,1
01/25/18,21:00:01,Chesapeake,117,15.22,3.45,170.7,12.89,6.44,314,1
01/25/18,22:00:01,Chesapeake,116.9,15.23,3.39,170.6,10.71,6.43,313.5,1
01/25/18,23:00:01,Chesapeake,116.9,15.23,3.4,170.8,9.65,6.43,306.4,1
01/26/18,0:00:01,Chesapeake,116.9,15.24,3.36,170.7,12.75,6.41,310.2,1
01/26/18,1:00:01,Chesapeake,116.9,15.26,3.32,171.3,11.91,6.4,314.5,1
01/26/18,2:00:01,Chesapeake,117.1,15.28,3.32,171.6,11.76,6.4,315.8,1
01/26/18,3:00:01,Chesapeake,117.2,15.31,3.29,170.7,12.09,6.4,317.7,1
01/26/18,4:00:01,Chesapeake,117.1,15.32,3.25,172.1,11.6,6.39,319,1
01/26/18,5:00:01,Chesapeake,117.5,15.37,3.23,170.7,12.37,6.38,319.4,1
01/26/18,6:00:01,Chesapeake,117.4,15.37,3.21,170.8,10.5,6.39,320,1
01/26/18,7:00:01,Chesapeake,117.6,15.41,3.16,171.7,9.45,6.4,320,1
01/26/18,8:00:01,Chesapeake,117.6,15.42,3.14,169.6,8.86,6.4,320.5,1
01/26/18,9:00:01,Chesapeake,118,15.48,3.14,169.3,10.94,6.44,319.3,1
01/26/18,10:00:01,Chesapeake,118.4,15.52,3.16,170,9.24,6.53,318.7,1
01/26/18,11:00:01,Chesapeake,118.4,15.51,3.19,172.4,9.47,6.54,317.7,1
01/26/18,12:00:01,Chesapeake,118.8,15.54,3.24,172.1,9.33,6.55,317.9,1
01/26/18,13:00:01,Chesapeake,119.1,15.54,3.33,171.6,8.81,6.54,318.8,1
01/26/18,14:00:01,Chesapeake,119.4,15.56,3.36,170.7,9.77,6.53,319.4,1
01/26/18,15:00:01,Chesapeake,119.7,15.55,3.49,170.3,10.28,6.51,321.2,1
01/26/18,16:00:01,Chesapeake,119.6,15.55,3.45,169.6,9.6,6.51,321.2,1
01/26/18,17:00:01,Chesapeake,119.5,15.55,3.46,169.5,10.16,6.5,320.9,1
01/26/18,18:00:01,Chesapeake,119.6,15.56,3.43,170,9.16,6.5,321.8,1
01/26/18,19:00:01,Chesapeake,119.4,15.55,3.4,171.5,9.53,6.48,324,1
01/26/18,20:00:01,Chesapeake,119.2,15.54,3.34,169.4,9.02,6.47,325.1,1
01/26/18,21:00:01,Chesapeake,118.8,15.52,3.29,168,9.18,6.45,325.7,1
01/26/18,22:00:01,Chesapeake,118.8,15.53,3.27,168.1,9.41,6.43,326.2,1
01/26/18,23:00:01,Chesapeake,118.9,15.55,3.26,168.1,9.09,6.43,326.3,1
01/27/18,0:00:01,Chesapeake,118.8,15.53,3.25,168.5,12.11,6.42,326.4,1
01/27/18,1:00:01,Chesapeake,118.7,15.53,3.24,169.4,9.09,6.41,327.7,1
01/27/18,2:00:01,Chesapeake,118.7,15.52,3.24,169.4,10.55,6.41,328.5,1
01/27/18,3:00:01,Chesapeake,118.9,15.55,3.24,168.4,8.95,6.41,328.9,1
01/27/18,4:00:01,Chesapeake,118.9,15.56,3.23,167,10.04,6.4,329.9,1
01/27/18,5:00:01,Chesapeake,119.2,15.6,3.22,166.4,9.08,6.4,330.2,1
01/27/18,6:00:01,Chesapeake,119.3,15.61,3.22,167,9.4,6.4,330.7,1
01/27/18,7:00:01,Chesapeake,119.5,15.64,3.24,168.6,8.79,6.41,330.9,1
01/27/18,8:00:01,Chesapeake,119.8,15.66,3.26,170.1,10.82,6.41,330.9,1
01/27/18,9:00:01,Chesapeake,120.2,15.7,3.29,171.4,8.89,6.43,330.1,1
01/27/18,10:00:01,Chesapeake,120.6,15.73,3.33,172.1,8.66,6.45,330.3,1
01/27/18,11:00:01,Chesapeake,120.9,15.76,3.38,172.5,9.33,6.47,329.7,1
01/27/18,12:00:01,Chesapeake,121.3,15.77,3.47,173.4,8.98,6.52,328.7,1
01/27/18,13:00:01,Chesapeake,121.7,15.79,3.55,173.8,10.21,6.51,329.6,1
01/27/18,14:00:01,Chesapeake,121.8,15.78,3.61,173.9,9.88,6.53,327,1
01/27/18,15:00:01,Chesapeake,121.7,15.77,3.61,173.1,9.34,6.54,327.9,1
01/27/18,16:00:01,Chesapeake,121.7,15.74,3.66,174.2,8.99,6.53,329.2,1
01/27/18,17:00:01,Chesapeake,121.5,15.72,3.64,172.1,9.94,6.53,329.9,1
01/27/18,18:00:01,Chesapeake,121.4,15.72,3.6,172.5,9.91,6.52,330.2,1
01/27/18,19:00:01,Chesapeake,121.1,15.7,3.59,172.7,9.46,6.51,331.5,1
01/27/18,20:00:01,Chesapeake,120.9,15.69,3.55,172.5,8.78,6.5,332.4,1
01/27/18,21:00:01,Chesapeake,120.7,15.67,3.53,172.6,10.54,6.49,333.3,1
01/27/18,22:00:01,Chesapeake,120.7,15.66,3.54,173.1,8.85,6.49,333.3,1
01/27/18,23:00:01,Chesapeake,120.5,15.65,3.49,172.9,9.41,6.49,331.6,1
01/28/18,0:00:01,Chesapeake,120.3,15.63,3.49,173.8,8.56,6.47,332.8,1
01/28/18,1:00:01,Chesapeake,120.4,15.65,3.47,173.9,8.77,6.47,334.3,1
01/28/18,2:00:01,Chesapeake,120.2,15.63,3.45,174.7,10.01,6.46,334.2,1
01/28/18,3:00:01,Chesapeake,120.2,15.64,3.45,176.3,9.01,6.46,335.4,1
01/28/18,4:00:01,Chesapeake,120.2,15.64,3.43,176,9.14,6.45,335.8,1
01/28/18,5:00:01,Chesapeake,120.5,15.68,3.43,176.4,9.61,6.45,333.7,1
01/28/18,6:00:01,Chesapeake,120.6,15.7,3.43,176.7,9.53,6.45,336.1,1
01/28/18,7:00:01,Chesapeake,121,15.74,3.45,178.3,9.46,6.46,336.3,1
01/28/18,8:00:01,Chesapeake,121.4,15.78,3.47,180,9.98,6.48,336.5,1
01/28/18,9:00:01,Chesapeake,121.6,15.8,3.49,179.9,10.02,6.47,336,1
01/28/18,10:00:01,Chesapeake,122.2,15.87,3.51,178.7,10.58,6.49,336.7,1
01/28/18,11:00:01,Chesapeake,122.1,15.85,3.54,180.6,9.62,6.48,337.7,1
01/28/18,12:00:01,Chesapeake,122.5,15.89,3.56,181.8,9.47,6.51,337.9,1
01/28/18,13:00:01,Chesapeake,123,15.93,3.62,184.2,9.67,6.53,337.5,1
01/28/18,14:00:01,Chesapeake,122.7,15.87,3.67,184.3,8.93,6.54,337.8,1
01/28/18,15:00:01,Chesapeake,122.7,15.85,3.7,185.6,9.73,6.55,337.4,1
01/28/18,16:00:01,Chesapeake,122.5,15.82,3.72,185.4,9.07,6.56,336.5,1
01/28/18,17:00:01,Chesapeake,122.3,15.77,3.77,186.2,9.07,6.57,335.4,1
01/28/18,18:00:01,Chesapeake,122.1,15.75,3.75,184.8,9.71,6.58,336.4,1
01/28/18,19:00:01,Chesapeake,121.8,15.71,3.76,185.5,9.07,6.58,336,1
01/28/18,20:00:01,Chesapeake,121.5,15.68,3.75,185.7,9.73,6.57,336,1
01/28/18,21:00:01,Chesapeake,121.1,15.63,3.76,186.5,9.12,6.57,335.7,1
01/28/18,22:00:01,Chesapeake,120.7,15.58,3.76,187,10.4,6.56,335.7,1
01/28/18,23:00:01,Chesapeake,120.5,15.54,3.76,187.2,8.47,6.56,336,1
01/29/18,0:00:01,Chesapeake,120.2,15.5,3.76,187.7,8.22,6.55,336.5,1
01/29/18,1:00:01,Chesapeake,120.1,15.49,3.76,188.5,8.41,6.54,337.1,1
01/29/18,2:00:01,Chesapeake,119.8,15.45,3.77,189.4,8.82,6.53,338.2,1
01/29/18,3:00:01,Chesapeake,119.7,15.44,3.75,189.5,8.75,6.53,339.1,1
01/29/18,4:00:01,Chesapeake,119.6,15.43,3.75,190.6,8.89,6.53,339.6,1
01/29/18,5:00:01,Chesapeake,119.4,15.41,3.75,190.7,9.3,6.52,340.4,1
01/29/18,6:00:01,Chesapeake,119.3,15.4,3.74,191,10.22,6.52,341.3,1
01/29/18,7:00:01,Chesapeake,119.3,15.4,3.75,190.6,10.24,6.52,341.8,1
01/29/18,8:00:01,Chesapeake,119.3,15.39,3.76,191.5,9.61,6.51,342,1
01/29/18,9:00:01,Chesapeake,119.4,15.39,3.78,192,9.04,6.52,341.1,1
01/29/18,10:00:01,Chesapeake,119.7,15.42,3.82,191.3,8.92,6.53,339.4,1
01/29/18,11:00:01,Chesapeake,120.2,15.45,3.9,191.1,10.22,6.59,339,1
01/29/18,12:00:01,Chesapeake,120.4,15.43,4.01,191.9,10.52,6.61,339.8,1
01/29/18,13:00:01,Chesapeake,120.9,15.44,4.14,193.3,9.72,6.63,339.9,1
01/29/18,14:00:01,Chesapeake,121.5,15.49,4.2,190.1,10.07,6.65,339.1,1
01/29/18,15:00:01,Chesapeake,121.5,15.46,4.29,191.9,9.97,6.64,339,1
01/29/18,16:00:01,Chesapeake,121.5,15.42,4.4,191.8,10.1,6.67,338.9,1
01/29/18,17:00:01,Chesapeake,121.3,15.36,4.45,192.4,10.19,6.67,338.3,1
01/29/18,18:00:01,Chesapeake,121,15.31,4.5,193.5,9.08,6.67,338.5,1
01/29/18,19:00:01,Chesapeake,120.6,15.26,4.5,192.4,9.31,6.68,338.4,1
01/29/18,20:00:01,Chesapeake,120,15.18,4.51,192.4,10.05,6.68,337.5,1
01/29/18,21:00:01,Chesapeake,119.4,15.09,4.54,193.1,10.15,6.68,337.4,1
01/29/18,22:00:01,Chesapeake,118.9,15.03,4.53,192.7,8.42,6.67,337.9,1
01/29/18,23:00:01,Chesapeake,118.6,14.99,4.53,192.8,8.43,6.66,338.2,1
01/30/18,0:00:01,Chesapeake,118.1,14.92,4.56,192.3,9.39,6.64,338.9,1
01/30/18,1:00:01,Chesapeake,117.8,14.87,4.57,191,9.14,6.63,338.9,1
01/30/18,2:00:01,Chesapeake,117.5,14.84,4.56,189.2,8.95,6.62,340,1
01/30/18,3:00:01,Chesapeake,117.3,14.83,4.54,187.5,8.69,6.62,340.8,1
01/30/18,4:00:01,Chesapeake,117.2,14.82,4.53,189,9.74,6.61,341.2,1
01/30/18,5:00:01,Chesapeake,117.1,14.82,4.51,189.6,10.38,6.6,341.5,1
01/30/18,6:00:01,Chesapeake,117.1,14.83,4.46,189.7,10.45,6.6,342.2,1
01/30/18,7:00:01,Chesapeake,117.1,14.83,4.45,189.7,9.61,6.59,342.2,1
01/30/18,8:00:01,Chesapeake,117.3,14.88,4.41,187.6,10.23,6.59,342.3,1
01/30/18,9:00:01,Chesapeake,117.5,14.92,4.38,185.2,10.59,6.59,341.3,1
01/30/18,10:00:01,Chesapeake,117.7,14.94,4.37,184.8,10.92,6.6,340,1
01/30/18,11:00:01,Chesapeake,117.6,14.94,4.36,185.9,10.95,6.6,340.7,1
01/30/18,12:00:01,Chesapeake,117.7,14.94,4.37,184.8,11.36,6.61,340.1,1
01/30/18,13:00:01,Chesapeake,117.8,14.95,4.38,184.4,10.81,6.63,340.3,1
01/30/18,14:00:01,Chesapeake,117.6,14.92,4.4,184.7,11.35,6.63,340.3,1
01/30/18,15:00:01,Chesapeake,117.7,14.91,4.43,184.1,11.28,6.62,341.1,1
01/30/18,16:00:01,Chesapeake,117.4,14.89,4.41,184.1,10.54,6.61,341.8,1
01/30/18,17:00:01,Chesapeake,117.2,14.87,4.39,184.8,9.13,6.6,342.3,1
01/30/18,18:00:01,Chesapeake,116.9,14.86,4.33,183.5,8.98,6.58,341.4,1
01/30/18,19:00:01,Chesapeake,116.7,14.84,4.31,182.1,9.97,6.57,342.7,1
01/30/18,20:00:01,Chesapeake,116.3,14.8,4.27,182.2,9.53,6.56,343.1,1
01/30/18,21:00:01,Chesapeake,116.2,14.79,4.26,181.1,10.72,6.55,343.2,1
01/30/18,22:00:01,Chesapeake,116.1,14.78,4.26,180.5,10.35,6.54,343.5,1
01/30/18,23:00:01,Chesapeake,115.9,14.76,4.23,181.1,9.27,6.53,343.7,1
01/31/18,0:00:01,Chesapeake,115.7,14.74,4.22,181.8,9.81,6.52,344.2,1
01/31/18,1:00:01,Chesapeake,115.9,14.77,4.21,181.7,10,6.52,344.7,1
01/31/18,2:00:01,Chesapeake,116,14.8,4.18,181.7,10.95,6.51,343.2,1
01/31/18,3:00:01,Chesapeake,116.3,14.82,4.22,181.1,10.14,6.52,342,1
01/31/18,4:00:01,Chesapeake,116.6,14.86,4.22,180.3,9.07,6.53,343.3,1
01/31/18,5:00:01,Chesapeake,116.7,14.89,4.18,180.1,9.1,6.52,344.2,1
01/31/18,6:00:01,Chesapeake,116.9,14.92,4.16,180,9.81,6.52,344.1,1
01/31/18,7:00:01,Chesapeake,117.1,14.95,4.17,178.1,10.9,6.52,344.1,1
01/31/18,8:00:01,Chesapeake,117.2,14.96,4.14,178.4,10.79,6.54,342.9,1
01/31/18,9:00:01,Chesapeake,117,14.96,4.09,179.2,11.31,6.59,340.4,1
01/31/18,10:00:01,Chesapeake,116.9,14.95,4.08,177.6,10.79,6.63,338.9,1
01/31/18,11:00:01,Chesapeake,116.8,14.94,4.08,176,11.58,6.64,338.2,1
01/31/18,12:00:01,Chesapeake,116.6,14.93,4.05,173.6,10.96,6.61,338.4,1
01/31/18,13:00:01,Chesapeake,116.5,14.91,4.07,174.8,10.5,6.6,338.8,1
01/31/18,14:00:01,Chesapeake,116.6,14.92,4.06,173.4,10.68,6.57,340.8,1
01/31/18,15:00:01,Chesapeake,116.5,14.93,4.03,172.2,10.29,6.55,341.9,1
01/31/18,16:00:01,Chesapeake,116.5,14.93,4,170.5,11.08,6.52,343,1
01/31/18,17:00:01,Chesapeake,116.5,14.94,3.98,171.7,11.12,6.5,345,1
01/31/18,18:00:01,Chesapeake,116.5,14.96,3.93,171.9,11.94,6.48,345.9,1
01/31/18,19:00:01,Chesapeake,116.4,14.98,3.84,168.4,12.12,6.45,347.5,1
01/31/18,20:00:01,Chesapeake,116.1,14.97,3.8,168.4,10.8,6.44,347.8,1
01/31/18,21:00:01,Chesapeake,116.3,15.01,3.73,167.3,10.1,6.43,348.2,1
01/31/18,22:00:01,Chesapeake,116.3,15.02,3.71,168.5,11.18,6.42,348.5,1
01/31/18,23:00:01,Chesapeake,116.5,15.06,3.69,168.5,10.94,6.42,348.4,1
02/01/18,0:00:01,Chesapeake,116.7,15.09,3.67,167.7,11.03,6.41,348.2,1
02/01/18,1:00:01,Chesapeake,116.9,15.12,3.66,167.7,10.75,6.42,347.7,1
02/01/18,2:00:01,Chesapeake,117.2,15.15,3.66,167.4,12.08,6.42,348.5,1
02/01/18,3:00:01,Chesapeake,117.5,15.2,3.66,167.2,14.45,6.42,349.2,1
02/01/18,4:00:01,Chesapeake,118.1,15.26,3.69,166,11.98,6.44,348.8,1
02/01/18,5:00:01,Chesapeake,118.5,15.3,3.71,165.6,13.41,6.45,348.7,1
02/01/18,6:00:01,Chesapeake,118.7,15.32,3.74,166.2,10,6.46,348.4,1
02/01/18,7:00:01,Chesapeake,118.8,15.33,3.75,166.6,9.13,6.47,347.9,1
02/01/18,8:00:01,Chesapeake,118.8,15.32,3.76,167.6,11.97,6.48,347,1
02/01/18,9:00:01,Chesapeake,118.8,15.32,3.76,167.7,13.2,6.49,346.1,1
02/01/18,10:00:01,Chesapeake,118.8,15.32,3.76,167.9,13.5,6.49,345,1
02/01/18,11:00:01,Chesapeake,118.7,15.31,3.79,167.3,11.39,6.52,343.5,1
02/01/18,12:00:01,Chesapeake,118.7,15.31,3.76,167.6,13.87,6.51,345,1
02/01/18,13:00:01,Chesapeake,118.6,15.3,3.77,167.6,8.95,6.5,345.3,1
02/01/18,14:00:01,Chesapeake,118.6,15.32,3.72,167.2,13.02,6.49,346.1,1
02/01/18,15:00:01,Chesapeake,118.6,15.33,3.69,167.8,13.35,6.47,346.5,1
02/01/18,16:00:01,Chesapeake,118.7,15.35,3.67,168.3,16.31,6.47,347,1
02/01/18,17:00:01,Chesapeake,118.6,15.34,3.68,170.9,10.69,6.45,347.7,1
02/01/18,18:00:01,Chesapeake,118.7,15.36,3.65,172.1,9.98,6.45,348.5,1
02/01/18,19:00:01,Chesapeake,118.6,15.34,3.64,171.8,10.39,6.44,347.5,1
02/01/18,20:00:01,Chesapeake,118.5,15.34,3.64,173.9,8.85,6.44,347.3,1
02/01/18,21:00:01,Chesapeake,118.5,15.34,3.63,173.7,9.39,6.44,347.9,1
02/01/18,22:00:01,Chesapeake,118.7,15.37,3.63,175.1,9.14,6.45,348.4,1
02/01/18,23:00:01,Chesapeake,119.1,15.41,3.63,177.6,8.62,6.46,346.8,1
02/02/18,0:00:01,Chesapeake,119.3,15.42,3.67,183.8,9.37,6.48,347.3,1
02/02/18,1:00:01,Chesapeake,119.7,15.48,3.67,182,9.77,6.5,348.2,1
02/02/18,2:00:01,Chesapeake,120.1,15.52,3.69,180.4,9.22,6.51,348.9,1
02/02/18,3:00:01,Chesapeake,120.2,15.54,3.69,180.8,9.68,6.54,348.7,1
02/02/18,4:00:01,Chesapeake,120.3,15.55,3.67,181.8,9.14,6.55,348.9,1
02/02/18,5:00:01,Chesapeake,120,15.52,3.65,184,10.57,6.55,349.1,1
02/02/18,6:00:01,Chesapeake,119.8,15.5,3.65,184.9,10.91,6.56,348.6,1
02/02/18,7:00:01,Chesapeake,119.2,15.45,3.58,185.8,9.8,6.55,348.9,1
02/02/18,8:00:01,Chesapeake,118.7,15.41,3.52,184.7,10.22,6.54,349.1,1
02/02/18,9:00:01,Chesapeake,118.2,15.38,3.42,184.8,11.21,6.53,349.3,1
02/02/18,10:00:01,Chesapeake,117.9,15.36,3.39,185.4,10.87,6.56,348.9,1
02/02/18,11:00:01,Chesapeake,117.6,15.34,3.34,186,10.15,6.54,350.1,1
02/02/18,12:00:01,Chesapeake,117.5,15.34,3.32,185.3,10.24,6.54,350.7,1
02/02/18,13:00:01,Chesapeake,117.5,15.34,3.29,185.2,9.65,6.52,352,1
02/02/18,14:00:01,Chesapeake,117.6,15.37,3.26,184.5,10.2,6.5,353.3,1
02/02/18,15:00:01,Chesapeake,117.7,15.39,3.25,184.4,9.79,6.49,354,1
02/02/18,16:00:01,Chesapeake,117.7,15.43,3.17,183.1,9.36,6.48,354.7,1
02/02/18,17:00:01,Chesapeake,117.8,15.44,3.15,182.5,10.02,6.47,354.9,1
02/02/18,18:00:01,Chesapeake,117.7,15.46,3.1,182.6,9.05,6.46,355.7,1
02/02/18,19:00:01,Chesapeake,117.6,15.46,3.06,182.7,8.78,6.43,357.1,1
02/02/18,20:00:01,Chesapeake,117.7,15.49,3.01,183.3,10.61,6.43,356.9,1
02/02/18,21:00:01,Chesapeake,117.7,15.52,2.94,183,9.56,6.42,356.8,1
02/02/18,22:00:01,Chesapeake,117.7,15.53,2.91,184.8,10.21,6.41,356.2,1
02/02/18,23:00:01,Chesapeake,117.7,15.57,2.84,184.9,8.69,6.42,355.3,1
02/03/18,0:00:01,Chesapeake,117.8,15.61,2.78,186.1,9.49,6.42,355.9,1
02/03/18,1:00:01,Chesapeake,117.9,15.64,2.74,187.4,9.89,6.42,355.5,1
02/03/18,2:00:01,Chesapeake,117.9,15.65,2.68,187.3,9.55,6.42,355.2,1
02/03/18,3:00:01,Chesapeake,117.6,15.63,2.63,188.3,9.61,6.42,355.7,1
02/03/18,4:00:01,Chesapeake,117.7,15.66,2.6,189,10.07,6.43,355.7,1
02/03/18,5:00:01,Chesapeake,117.4,15.64,2.57,190.6,9.19,6.42,356.2,1
02/03/18,6:00:01,Chesapeake,117.2,15.64,2.51,191.8,9.08,6.41,356.5,1
02/03/18,7:00:01,Chesapeake,117,15.63,2.47,192,8.72,6.41,356.5,1
02/03/18,8:00:01,Chesapeake,116.9,15.62,2.46,190.6,8.92,6.4,356.4,1
02/03/18,9:00:01,Chesapeake,116.9,15.61,2.47,190,8.43,6.4,356.3,1
02/03/18,10:00:01,Chesapeake,116.8,15.61,2.45,191.1,8.55,6.44,356.3,1
02/03/18,11:00:01,Chesapeake,116.8,15.61,2.44,191.5,8.65,6.48,355.6,1
02/03/18,12:00:01,Chesapeake,117,15.61,2.5,189,8.68,6.47,356.3,1
02/03/18,13:00:01,Chesapeake,117.2,15.62,2.53,187.6,8.98,6.45,358,1
02/03/18,14:00:01,Chesapeake,117.4,15.63,2.58,187.3,8.56,6.45,358.6,1
02/03/18,15:00:01,Chesapeake,117.7,15.64,2.63,187,8.61,6.44,359.4,1
02/03/18,16:00:01,Chesapeake,117.8,15.65,2.65,187.5,8.24,6.44,359.7,1
02/03/18,17:00:01,Chesapeake,117.8,15.66,2.63,185.1,7.96,6.43,360.4,1
02/03/18,18:00:01,Chesapeake,117.7,15.66,2.62,185.6,7.81,6.41,360.7,1
02/03/18,19:00:01,Chesapeake,117.9,15.69,2.59,184.6,7.95,6.41,360.4,1
02/03/18,20:00:01,Chesapeake,117.8,15.68,2.57,185.3,7.99,6.39,360.3,1
02/03/18,21:00:01,Chesapeake,117.8,15.69,2.54,184.5,8.14,6.39,360.1,1
02/03/18,22:00:01,Chesapeake,117.8,15.71,2.52,183.5,8.7,6.38,359,1
02/03/18,23:00:01,Chesapeake,117.9,15.73,2.52,183,7.96,6.37,359.8,1
02/04/18,0:00:01,Chesapeake,118.1,15.74,2.53,183.7,7.92,6.38,359.8,1
02/04/18,1:00:01,Chesapeake,118.4,15.78,2.54,182.4,8.25,6.39,346.2,1
02/04/18,2:00:01,Chesapeake,118.6,15.81,2.53,182.4,8.26,6.39,351.9,1
02/04/18,3:00:01,Chesapeake,118.8,15.84,2.53,182.6,8.06,6.39,355.3,1
02/04/18,4:00:01,Chesapeake,119.3,15.89,2.56,183.2,8.05,6.4,356.6,1
02/04/18,5:00:01,Chesapeake,119.6,15.91,2.6,184.6,7.69,6.42,356.9,1
02/04/18,6:00:01,Chesapeake,120.1,15.93,2.7,186.2,8.37,6.45,355.8,1
02/04/18,7:00:01,Chesapeake,120.5,15.97,2.77,185.5,7.78,6.46,355.6,1
02/04/18,8:00:01,Chesapeake,120.6,15.96,2.81,186.6,7.85,6.48,354.7,1
02/04/18,9:00:01,Chesapeake,120.8,15.96,2.87,187.6,7.8,6.49,354.7,1
02/04/18,10:00:01,Chesapeake,120.8,15.94,2.91,188.1,7.73,6.49,353.8,1
02/04/18,11:00:01,Chesapeake,120.8,15.92,2.94,189.5,7.58,6.49,353.4,1
02/04/18,12:00:01,Chesapeake,120.5,15.88,2.95,189.2,7.69,6.48,352,1
